UID,Index,Name,状态,异常详情
1340428610,1,2787223198 lv.99Striker,warn,- 更多武器格子5 单价:16， 次数:3， 小计:48
1340428610,3,www lv.98WenJie,warn,- 技能格子10 单价:10， 次数:1， 小计:10
1340428610,2,！ lv.99Girl,warn,- 技能格子10 单价:10， 次数:1， 小计:10
